TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_NAME,COLLATION_NAME
fsp-165587,dbo,Phases,Objectives,7,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,Phases,Order,8,,NO,int,,,10,10,0,,,
fsp-165587,dbo,Phases,Visible,9,,NO,bit,,,,,,,,
fsp-165587,dbo,Phases,IsLocked,10,,NO,bit,,,,,,,,
fsp-165587,dbo,PhaseTrackedTimeFields,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,PhaseTrackedTimeFields,CourseId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PhaseTrackedTimeFields,StageId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PhaseTrackedTimeFields,PhaseId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PhaseTrackedTimeFields,OperatorId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,PhaseTrackedTimeFields,FieldId,6,,NO,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,PhaseTrackedTimeFields,Minimum,7,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,PhaseTrackedTimeFields,IsLocked,8,,NO,bit,,,,,,,,
fsp-165587,dbo,PhotoIds,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,PhotoIds,PhotoIdId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PhotoIds,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,PhotoIds,UserId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PhotoIds,PhotoIdType,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,PhotoIds,PhotoIdNumber,6,,NO,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,PhotoIds,Expires,7,,NO,bit,,,,,,,,
fsp-165587,dbo,PhotoIds,ExpirationDate,8,,YES,datetime,,,,,,3,,
fsp-165587,dbo,PhotoIds,LastModifiedTime,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,PilotMedicalCertificate,PilotId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,PilotMedicalCertificate,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,PilotMedicalCertificate,MedicalCertificateNumber,3,,NO,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,PilotMedicalCertificate,MedicalCertificateDate,4,,YES,datetime,,,,,,3,,
fsp-165587,dbo,PilotMedicalCertificate,MedicalCertificateType,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,PilotMedicalCertificate,FirstClassExpiration,6,,YES,datetime,,,,,,3,,
fsp-165587,dbo,PilotMedicalCertificate,SecondClassExpiration,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,PilotMedicalCertificate,ThirdClassExpiration,8,,YES,datetime,,,,,,3,,
fsp-165587,dbo,PilotMedicalCertificate,Restrictions,9,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,PilotMedicalCertificate,NotRequired,10,,YES,bit,,,,,,,,
fsp-165587,dbo,PilotMedicalCertificate,Revoked,11,,NO,bit,,,,,,,,
fsp-165587,dbo,PilotMedicalCertificate,DriversLicenseExpirationDate,12,,YES,datetime,,,,,,3,,
fsp-165587,dbo,PilotMedicalCertificate,HasHeldMedicalAfterJuly152006,13,,YES,bit,,,,,,,,
fsp-165587,dbo,PilotMedicalCertificate,MedicalEducationCourseDate,14,,YES,datetime,,,,,,3,,
fsp-165587,dbo,PilotMedicalCertificate,LastModifiedTime,15,,NO,datetime,,,,,,3,,
fsp-165587,dbo,PilotMedicalCertificate,OperatorId,16,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ProfileDocumentation,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,ProfileDocumentation,ProfileDocumentationId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ProfileDocumentation,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ProfileDocumentation,DocumentationTypeId,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ProfileDocumentation,Enabled,5,,NO,bit,,,,,,,,
fsp-165587,dbo,ProfileDocumentation,UserAccessLevel,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ProfileDocumentation,CanBeOverridden,7,,NO,bit,,,,,,,,
fsp-165587,dbo,ProfileDocumentation,FileUploadEnabled,8,,NO,bit,,,,,,,,
fsp-165587,dbo,ProfileDocumentation,FileUploadRequirement,9,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ProfileDocumentation,LastModifiedTime,10,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ProfileDocumentation,OperatorId,11,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ProfileDocumentationExpiration,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,ProfileDocumentationExpiration,ProfileDocumentationExpirationId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ProfileDocumentationExpiration,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ProfileDocumentationExpiration,UserId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ProfileDocumentationExpiration,DocumentationTypeId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ProfileDocumentationExpiration,DocumentationId,6,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ProfileDocumentationExpiration,CompletedOn,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,ProfileDocumentationExpiration,CompletedBy,8,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ProfileDocumentationExpiration,ExpiresOn,9,,YES,datetime,,,,,,3,,
fsp-165587,dbo,ProfileDocumentationExpiration,Revoked,10,,NO,bit,,,,,,,,
fsp-165587,dbo,ProfileDocumentationExpiration,HasFileUpload,11,,NO,bit,,,,,,,,
fsp-165587,dbo,ProfileDocumentationExpiration,LastModifiedTime,12,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ProfileDocumentationExpiration,UserDocumentId,13,,YES,nvarchar,200,400,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDAccounts,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,QBDAccounts,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,QBDAccounts,Name,3,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDAccounts,Id,4,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDAccounts,Type,5,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDAccounts,IsActive,6,,NO,bit,,,,,,,,
fsp-165587,dbo,QBDAccounts,LastModifiedTime,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,QBDCustomers,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,QBDCustomers,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,QBDCustomers,Id,3,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,Name,4,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,FirstName,5,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,LastName,6,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,MiddleInitial,7,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,CompanyName,8,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,MainEmail,9,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,MainPhone,10,,YES,nvarchar,25,50,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,TaxReferenceId,11,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,SalesTaxId,12,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDCustomers,IsActive,13,,NO,bit,,,,,,,,
fsp-165587,dbo,QBDCustomers,Balance,14,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,QBDCustomers,LastModifiedTime,15,,NO,datetime,,,,,,3,,
fsp-165587,dbo,QBDPaymentMethods,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,QBDPaymentMethods,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,QBDPaymentMethods,Id,3,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDPaymentMethods,Name,4,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDPaymentMethods,Type,5,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDPaymentMethods,IsActive,6,,NO,bit,,,,,,,,
fsp-165587,dbo,QBDPaymentMethods,LastModifiedTime,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,QBDProducts,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,QBDProducts,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,QBDProducts,Id,3,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDProducts,Name,4,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDProducts,Description,5,,YES,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDProducts,Price,6,,NO,decimal,,,15,10,6,,,
fsp-165587,dbo,QBDProducts,AccountId,7,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDProducts,SalesTaxId,8,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDProducts,TaxReferenceId,9,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDProducts,IsActive,10,,NO,bit,,,,,,,,
fsp-165587,dbo,QBDProducts,LastModifiedTime,11,,NO,datetime,,,,,,3,,
fsp-165587,dbo,QBDSalesTaxes,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,QBDSalesTaxes,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,QBDSalesTaxes,Id,3,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDSalesTaxes,Name,4,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDSalesTaxes,Rate,5,,YES,decimal,,,6,10,4,,,
fsp-165587,dbo,QBDSalesTaxes,IsActive,6,,YES,bit,,,,,,,,
fsp-165587,dbo,QBDSalesTaxes,LastModifiedTime,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,QBDTaxReferences,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,QBDTaxReferences,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,QBDTaxReferences,Name,3,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDTaxReferences,Id,4,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QBDTaxReferences,IsTaxable,5,,NO,bit,,,,,,,,
fsp-165587,dbo,QBDTaxReferences,IsActive,6,,NO,bit,,,,,,,,
fsp-165587,dbo,QBDTaxReferences,LastModifiedTime,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,QuickFilters,RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,QuickFilters,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,QuickFilters,UserId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,QuickFilters,Filter,4,,NO,nvarchar,-1,-1,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,QuickFilters,LastModifiedTime,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,QuickFilters,OperatorId,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,ReservationId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,CourseId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,LessonId,5,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,IsCompleted,6,,NO,bit,,,,,,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,SessionDate,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,RemovedReservationTrainingSessions,SessionTime,8,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,SessionId,9,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,EnrollmentId,10,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,SessionStatus,11,,YES,int,,,10,10,0,,,
fsp-165587,dbo,RemovedReservationTrainingSessions,LastModifiedTime,12,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ReservationInvoices,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,ReservationInvoices,ReservationId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationInvoices,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationInvoices,InvoiceId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationInvoices,InvoiceStatus,5,,YES,int,,,10,10,0,,,
fsp-165587,dbo,ReservationInvoices,InvoiceNumber,6,,YES,int,,,10,10,0,,,
fsp-165587,dbo,ReservationInvoices,LastModifiedTime,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ReservationTrainingSessions,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,ReservationTrainingSessions,ReservationId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTrainingSessions,OperatorId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTrainingSessions,CourseId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTrainingSessions,LessonId,5,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTrainingSessions,IsCompleted,6,,NO,bit,,,,,,,,
fsp-165587,dbo,ReservationTrainingSessions,SessionDate,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,ReservationTrainingSessions,SessionTime,8,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,ReservationTrainingSessions,SessionId,9,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTrainingSessions,EnrollmentId,10,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTrainingSessions,SessionStatus,11,,YES,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTrainingSessions,SessionNumber,12,,YES,bigint,,,19,10,0,,,
fsp-165587,dbo,ReservationTrainingSessions,LastModifiedTime,13,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ReservationTrainingSessions,IsMassSession,14,,NO,bit,,,,,,,,
fsp-165587,dbo,ReservationTrainingSessions,InstructorId,15,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTrainingSessions,StudentId,16,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTypeCustomProfileDocumentationChecks,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,ReservationTypeCustomProfileDocumentationChecks,ReservationTypeId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTypeCustomProfileDocumentationChecks,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeCustomProfileDocumentationChecks,ActivityRole,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeCustomProfileDocumentationChecks,CustomProfileDocumentationId,5,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTypeCustomProfileDocumentationChecks,Requirement,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeCustomProfileDocumentationChecks,IgnoreIfInstructorExists,7,,YES,bit,,,,,,,,
fsp-165587,dbo,ReservationTypeCustomProfileDocumentationChecks,LastModifiedTime,8,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ReservationTypeCustomProfileDocumentationChecks,OperatorId,9,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeInstructionTypes,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,ReservationTypeInstructionTypes,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeInstructionTypes,ReservationTypeId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTypeInstructionTypes,InstructionTypeId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTypeInstructionTypes,LastModifiedTime,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ReservationTypePilotCurrencyReminderChecks,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,ReservationTypePilotCurrencyReminderChecks,ReservationTypeId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTypePilotCurrencyReminderChecks,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypePilotCurrencyReminderChecks,ActivityRole,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypePilotCurrencyReminderChecks,PilotCurrencyId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypePilotCurrencyReminderChecks,Requirement,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypePilotCurrencyReminderChecks,IgnoreIfInstructorExists,7,,YES,bit,,,,,,,,
fsp-165587,dbo,ReservationTypePilotCurrencyReminderChecks,LastModifiedTime,8,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ReservationTypePilotCurrencyReminderChecks,OperatorId,9,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,ReservationTypeId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,ActivityRole,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,DocumentationTypeId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,Requirement,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,CertificateType,7,,YES,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,ExpirationInterval,8,,YES,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,ExpirationPeriod,9,,YES,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,SoloEndorsement,10,,YES,bit,,,,,,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,FlightReview,11,,YES,bit,,,,,,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,FlightInstructorRating,12,,YES,bit,,,,,,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,RequirementValue,13,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,IgnoreIfInstructorExists,14,,YES,bit,,,,,,,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,LastModifiedTime,15,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ReservationTypeProfileDocumentationChecks,OperatorId,16,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeRoleJoiner,_RowId,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,ReservationTypeRoleJoiner,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeRoleJoiner,ReservationTypeId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,ReservationTypeRoleJoiner,RoleId,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,ReservationTypeRoleJoiner,LastModifiedTime,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,ReservationTypeRoleJoiner,OperatorId,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,_RowNumber,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,OperatorId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,SalesTransactionId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,LineItemId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,LineItemType,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,SalesTransactionDate,6,,YES,datetime,,,,,,3,,
fsp-165587,dbo,SalesTransactionLineItems,Quantity,7,,YES,decimal,,,8,10,2,,,
fsp-165587,dbo,SalesTransactionLineItems,UnitCost,8,,YES,decimal,,,15,10,6,,,
fsp-165587,dbo,SalesTransactionLineItems,GrossAmount,9,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,SalesTransactionLineItems,DiscountAmount,10,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,SalesTransactionLineItems,TaxableAmount,11,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,SalesTransactionLineItems,Tax1Amount,12,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,SalesTransactionLineItems,Tax2Amount,13,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,SalesTransactionLineItems,NetAmount,14,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,SalesTransactionLineItems,AccountId,15,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,Name,16,,YES,nvarchar,75,150,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,Note,17,,YES,nvarchar,500,1000,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,OriginalUnitCost,18,,YES,decimal,,,15,10,6,,,
fsp-165587,dbo,SalesTransactionLineItems,DiscountType,19,,YES,int,,,10,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,DiscountValue,20,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,SalesTransactionLineItems,Tax1Id,21,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,Tax1Name,22,,YES,nvarchar,150,300,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,Tax1Percent,23,,YES,decimal,,,6,10,4,,,
fsp-165587,dbo,SalesTransactionLineItems,Tax2Id,24,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,Tax2Name,25,,YES,nvarchar,150,300,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,Tax2Percent,26,,YES,decimal,,,6,10,4,,,
fsp-165587,dbo,SalesTransactionLineItems,CustomDiscount,27,,YES,bit,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,ProductId,28,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,ResourceId,29,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,ResourceType,30,,YES,int,,,10,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,ResourceName,31,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,RentalRateTypeId,32,,YES,int,,,10,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,InstructionTypeId,33,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,InstructionTypeName,34,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,InvoiceId,35,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,AccountPaymentId,36,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,AccountCreditValue,37,,YES,decimal,,,11,10,2,,,
fsp-165587,dbo,SalesTransactionLineItems,Description,38,,YES,nvarchar,500,1000,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,AircraftMake,39,,YES,nvarchar,150,300,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,AircraftModel,40,,YES,nvarchar,150,300,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,CreditMustEqualPrice,41,,YES,bit,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,ReturnAgainstLineItemId,42,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,ReturnAgainstSalesTransactionId,43,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,ItemTypeId,44,,YES,int,,,10,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,ServiceTypeId,45,,YES,int,,,10,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,TransactionType,46,,YES,int,,,10,10,0,,,
fsp-165587,dbo,SalesTransactionLineItems,AircraftBillingMeter,47,,YES,nvarchar,25,50,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,SalesTransactionLineItems,AircraftRateTypeId,48,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,SalesTransactionLineItems,AircraftRateTypeName,49,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
