TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_NAME,COLLATION_NAME
fsp-165587,dbo,tblPilotCurrencyReminders,CurrencyTypeId,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotCurrencyReminders,ApplyToStudentPilots,7,,NO,bit,,,,,,,,
fsp-165587,dbo,tblPilotCurrencyReminders,OnlyApplyToStudentPilots,8,,NO,bit,,,,,,,,
fsp-165587,dbo,tblPilotCurrencyReminders,GuidId,9,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblPilotCurrencyReminders,LastModifiedTime,10,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotCurrencyReminders,OperatorId,11,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotCurrencyTypes,Id,1,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotCurrencyTypes,Name,2,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotCurrencyTypes,LastModifiedTime,3,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotEndorsements,EndorsementId,1,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotEndorsements,EndorsementType,2,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotEndorsements,EndorsementFAR,3,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotEndorsements,Endorsement,4,,NO,varchar,75,75,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotEndorsements,LastModifiedTime,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotInsuranceInfo,PilotId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblPilotInsuranceInfo,InsuranceProvider,2,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,InsuranceAgent,3,,NO,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,InsuranceAgentPhone,4,,NO,nvarchar,35,70,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,InsuranceRenewalDate,5,,NO,varchar,20,20,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,NonOwnerInsurance,6,,NO,bit,,,,,,,,
fsp-165587,dbo,tblPilotInsuranceInfo,OwnerInsurance,7,,NO,bit,,,,,,,,
fsp-165587,dbo,tblPilotInsuranceInfo,FlightInstructorInsurance,8,,NO,bit,,,,,,,,
fsp-165587,dbo,tblPilotInsuranceInfo,InsurancePolicyNumber,9,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,InsuranceExpirationDate,10,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotInsuranceInfo,OwnerProvider,11,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,OwnerPolicyNumber,12,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,OwnerAgentName,13,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,OwnerAgentPhone,14,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,OwnerExpirationDate,15,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotInsuranceInfo,FlightInstructorProvider,16,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,FlightInstructorPolicyNumber,17,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,FlightInstructorAgentName,18,,YES,nvarchar,100,200,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,FlightInstructorAgentPhone,19,,YES,nvarchar,50,100,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotInsuranceInfo,FlightInstructorExpirationDate,20,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotInsuranceInfo,LastModifiedTime,21,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotInsuranceInfo,OperatorId,22,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotPilotEndorsementsJoiner,PilotId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblPilotPilotEndorsementsJoiner,EndorsementId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotPilotEndorsementsJoiner,LastModifiedTime,3,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotPilotEndorsementsJoiner,OperatorId,4,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotPilotRatingsJoiner,PilotId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblPilotPilotRatingsJoiner,RatingId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotPilotRatingsJoiner,LastModifiedTime,3,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotPilotRatingsJoiner,OperatorId,4,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotPilotTypesJoiner,PilotId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblPilotPilotTypesJoiner,PilotTypeId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotPilotTypesJoiner,LastModifiedTime,3,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotPilotTypesJoiner,OperatorId,4,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotRatings,RatingId,1,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotRatings,CertificateClass,2,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotRatings,RatingClass,3,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotRatings,Rating,4,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotRatings,LastModifiedTime,5,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotTSADocuments,TSADocumentId,1,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotTSADocuments,TSADocument,2,,NO,varchar,150,150,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotTSADocuments,LastModifiedTime,3,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotTSAVerification,PilotId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblPilotTSAVerification,DocumentId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotTSAVerification,VerifiedInstructorStudentLogbook,3,,NO,bit,,,,,,,,
fsp-165587,dbo,tblPilotTSAVerification,VerifingUser,4,,NO,varchar,70,70,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotTSAVerification,VerifingPhone,5,,NO,varchar,20,20,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotTSAVerification,VerifiedDate,6,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotTSAVerification,ExpirationDate,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotTSAVerification,LastModifiedTime,8,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotTSAVerification,OperatorId,9,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotTypes,PilotTypeId,1,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotTypes,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPilotTypes,PilotType,3,,NO,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPilotTypes,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPilotTypes,OperatorId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPostItemRoleIds,Id,1,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPostItemRoleIds,PostItemId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPostItemRoleIds,RoleId,3,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPostItemRoleIds,LastModifiedTime,4,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPostItemRoleIds,OperatorId,5,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblPostItems,ID,1,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPostItems,PostDate,2,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPostItems,Title,3,,NO,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPostItems,Description,4,,YES,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPostItems,Body,5,,NO,varchar,8000,8000,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPostItems,PostUntilDate,6,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblPostItems,CompanyId,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPostItems,IsNews,8,,YES,bit,,,,,,,,
fsp-165587,dbo,tblPostItems,IsBulletinBoard,9,,YES,bit,,,,,,,,
fsp-165587,dbo,tblPostItems,IsAlert,10,,YES,bit,,,,,,,,
fsp-165587,dbo,tblPostItems,StartDate,11,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblPostItems,Author,12,,NO,varchar,150,150,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPostItems,IsSaved,13,,NO,bit,,,,,,,,
fsp-165587,dbo,tblPostItems,CreatedByUserId,14,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblPostItems,LastModifiedTime,15,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPostItems,OperatorId,16,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPropeller,PropellerId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblPropeller,CompanyId,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPropeller,Description,3,,NO,varchar,250,250,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPropeller,SerialNumber,4,,NO,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblPropeller,CurrentTime,5,,NO,decimal,,,9,10,2,,,
fsp-165587,dbo,tblPropeller,LastMOHTime,6,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,tblPropeller,LastMOHDate,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblPropeller,TBOHours,8,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,tblPropeller,TBOMonths,9,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblPropeller,CurrentTimeAdjustment,10,,NO,decimal,,,9,10,2,,,
fsp-165587,dbo,tblPropeller,LastModifiedTime,11,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblPropeller,OperatorId,12,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblPropeller,CurrentTimeMeterType,13,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblPropeller,CurrentTimeMeterIndex,14,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblPropeller,TSOHAdjustment,15,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,tblPropeller,TSOH,16,,YES,decimal,,,9,10,2,,,
fsp-165587,dbo,tblProvinces,Abbreviation,1,,NO,varchar,75,75,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblProvinces,Description,2,,NO,varchar,75,75,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblProvinces,LastModifiedTime,3,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservation,GroupingId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,ReservationId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,ReservationTypeId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,IsStandby,4,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,CompanyId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservation,ReservationNumber,6,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,tblRemovedReservation,PreFlightMinutes,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservation,PostFlightMinutes,8,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservation,Start,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservation,End,10,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservation,Created,11,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservation,CreatedByUserId,12,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservation,Locked,13,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,CreatedFor,14,,NO,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservation,EmailNotification,15,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,DeletionReason,16,,NO,varchar,500,500,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservation,DeletedBy,17,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservation,ByAircraftType,18,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,HasBeenAssignedAircraft,19,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,DispatchId,20,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,LocationId,21,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservation,DeletedAt,22,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservation,ReservationObjectId,23,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservation,SendPilotEmails,24,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,SendCustomerEmails,25,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,IsPhoneReservation,26,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,CancellationReasonId,27,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservation,LastModifiedTime,28,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservation,OperatorId,29,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservation,CancellationCause,30,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationFlightDetails,ReservationId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationFlightDetails,FlightRules,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationFlightDetails,FlightRoute,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationFlightDetails,Destination,4,,NO,varchar,500,500,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservationFlightDetails,FlightTime,5,,NO,decimal,,,6,10,2,,,
fsp-165587,dbo,tblRemovedReservationFlightDetails,Comments,6,,YES,varchar,2000,2000,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservationFlightDetails,InternalComments,7,,NO,varchar,500,500,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservationFlightDetails,LastModifiedTime,8,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationFlightDetails,OperatorId,9,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,Counter,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,LegId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,ParentId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,AircraftId,5,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,DepartureTime,6,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,ArrivalTime,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,DepartureAirport,8,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservationFlightLegs,ArrivalAirport,9,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservationFlightLegs,TripAuthorizer,10,,NO,varchar,200,200,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservationFlightLegs,LeadPassengerUserGUIDId,11,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,PIC,12,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,SIC,13,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,CustomerUserGUIDId,14,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,Comments,15,,NO,varchar,500,500,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservationFlightLegs,InternalComments,16,,NO,varchar,500,500,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservationFlightLegs,CreatedFor,17,,NO,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblRemovedReservationFlightLegs,LastModifiedTime,18,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationFlightLegs,OperatorId,19,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationPilots,ReservationId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationPilots,PilotId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationPilots,ResourceGroupId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationPilots,CompanyId,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationPilots,IsStandBy,5,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservationPilots,Start,6,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationPilots,End,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationPilots,LastModifiedTime,8,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationPilots,OperatorId,9,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationResources,ReservationId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationResources,ItemId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationResources,ResourceGroupId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblRemovedReservationResources,CompanyId,4,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationResources,IsStandBy,5,,NO,bit,,,,,,,,
fsp-165587,dbo,tblRemovedReservationResources,ResourceType,6,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationResources,Start,7,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationResources,End,8,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationResources,LastModifiedTime,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblRemovedReservationResources,OperatorId,10,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationResources,SchedulingSlotId,11,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblRemovedReservationResources,SlotManuallySelected,12,,YES,bit,,,,,,,,
fsp-165587,dbo,tblReservation,GroupingId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservation,ReservationId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservation,ReservationTypeId,3,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservation,IsStandby,4,,NO,bit,,,,,,,,
fsp-165587,dbo,tblReservation,CompanyId,5,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,ReservationNumber,6,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,tblReservation,PreFlightMinutes,7,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,PostFlightMinutes,8,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,Start,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblReservation,End,10,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblReservation,Created,11,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblReservation,CreatedByUserId,12,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,Locked,13,,NO,bit,,,,,,,,
fsp-165587,dbo,tblReservation,CreatedFor,14,,NO,varchar,100,100,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservation,EmailNotification,15,,NO,bit,,,,,,,,
fsp-165587,dbo,tblReservation,ByAircraftType,16,,NO,bit,,,,,,,,
fsp-165587,dbo,tblReservation,HasBeenAssignedAircraft,17,,NO,bit,,,,,,,,
fsp-165587,dbo,tblReservation,DispatchId,18,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservation,LocationId,19,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,ReservationObjectId,20,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,SendPilotEmails,21,,NO,bit,,,,,,,,
fsp-165587,dbo,tblReservation,SendCustomerEmails,22,,NO,bit,,,,,,,,
fsp-165587,dbo,tblReservation,AdditionalNotificationAddresses,23,,NO,text,2147483647,2147483647,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservation,AdditionalUserIdsForNotification,24,,NO,text,2147483647,2147483647,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservation,StartUTC,25,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblReservation,EndUTC,26,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblReservation,App,27,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,InvoiceId,28,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservation,InvoiceStatus,29,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,InvoiceNumber,30,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,CourseId,31,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservation,LessonId,32,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservation,BillingStatus,33,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,BillingMismatches,34,,YES,nvarchar,500,1000,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservation,TrainingStatus,35,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,TrainingMismatches,36,,YES,nvarchar,500,1000,,,,,UNICODE,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservation,BillingMismatchStatusChecked,37,,YES,bit,,,,,,,,
fsp-165587,dbo,tblReservation,TrainingMismatchStatusChecked,38,,YES,bit,,,,,,,,
fsp-165587,dbo,tblReservation,BillingMismatchStatus,39,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,TrainingMismatchStatus,40,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblReservation,LastModifiedTime,41,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblReservation,OperatorId,42,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservationFlightDetails,ReservationId,1,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservationFlightDetails,FlightRules,2,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservationFlightDetails,FlightRoute,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservationFlightDetails,Destination,4,,NO,varchar,500,500,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservationFlightDetails,FlightTime,5,,NO,decimal,,,6,10,2,,,
fsp-165587,dbo,tblReservationFlightDetails,Comments,6,,YES,varchar,2000,2000,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservationFlightDetails,InternalComments,7,,NO,varchar,500,500,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservationFlightDetails,_RowId,8,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,tblReservationFlightDetails,LastModifiedTime,9,,NO,datetime,,,,,,3,,
fsp-165587,dbo,tblReservationFlightDetails,OperatorId,10,,YES,int,,,10,10,0,,,
fsp-165587,dbo,tblReservationFlightLegs,Counter,1,,NO,bigint,,,19,10,0,,,
fsp-165587,dbo,tblReservationFlightLegs,LegId,2,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservationFlightLegs,CompanyId,3,,NO,int,,,10,10,0,,,
fsp-165587,dbo,tblReservationFlightLegs,ParentId,4,,NO,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservationFlightLegs,AircraftId,5,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservationFlightLegs,DepartureTime,6,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblReservationFlightLegs,ArrivalTime,7,,YES,datetime,,,,,,3,,
fsp-165587,dbo,tblReservationFlightLegs,DepartureAirport,8,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservationFlightLegs,ArrivalAirport,9,,NO,varchar,50,50,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservationFlightLegs,TripAuthorizer,10,,NO,varchar,200,200,,,,,iso_1,SQL_Latin1_General_CP1_CI_AS
fsp-165587,dbo,tblReservationFlightLegs,LeadPassengerUserGUIDId,11,,YES,uniqueidentifier,,,,,,,,
fsp-165587,dbo,tblReservationFlightLegs,PIC,12,,YES,uniqueidentifier,,,,,,,,
